Year,Cons_pc_Beer,Cons_pc_Wine,Cons_pc_Spirits,Cons_pc_Alkohol,Exp_pc_Beer ,Exp_pc_Wine ,Exp_pc_Spirits ,Exp_pc_Alkohol ,Exp_pc_Total ,Exp_pc_Residual ,Prices_Beer,Prices_Wine,Prices_Spirits,Prices_Alcohol,CPI_Beer,CPI_Wine,CPI_Spirits,CPI_Alcohol,CPI_AllGoods,Population ('000),Real GDPPC,Cond_Bugdget_Shares_Beer,Cond_Bugdget_Shares_Wine,Cond_Bugdget_Shares_Spirits,Uncond_Bugdget_Shares_Beer,Uncond_Bugdget_Shares_Wine,Uncond_Bugdget_Shares_Spirits,Uncond_Bugdget_Shares_Alcohol,Volume_Shares_Beer,Volume_Shares_Wine,Volume_Shares_Spirits,Exchange_Rate,Expenditure_pc_USD_Beer ,Expenditure_pc_USD_Wine ,Expenditure_pc_USD_Spirits ,Expenditure_pc_USD_Alcohol ,Expenditure_pc_USD_Total ,Expenditure_pc_USD_Residuals ,Price_USD_Beer,Price_USD_Wine,Price_USD_Spirits,Price_USD_Alcohol,Country
1981,4.45,3.57,4.98,13.00,,,,,,,,,,,,,,,3.16,10711.85,6350.56,,,,,,,,0.34,0.27,0.38,34.31,,,,,,,,,,,Hungary
1982,4.48,3.82,4.78,13.07,,,,,,,,,,,,,,,3.38,10705.54,6583.21,,,,,,,,0.34,0.29,0.37,36.63,,,,,,,,,,,Hungary
1983,4.44,3.56,4.79,12.78,,,,,,,,,,,,,,,3.60,10689.46,6525.41,,,,,,,,0.35,0.28,0.37,42.67,,,,,,,,,,,Hungary
1984,4.37,3.69,5.09,13.16,,,,,,,,,,,,,,,3.91,10668.10,6709.61,,,,,,,,0.33,0.28,0.39,48.04,,,,,,,,,,,Hungary
1985,4.64,2.99,5.49,13.12,,,,,,,,,,,,,,,4.18,10648.71,6556.56,,,,,,,,0.35,0.23,0.42,50.12,,,,,,,,,,,Hungary
1986,5.02,2.81,5.30,13.14,,,,,,,,,,,,,,,4.40,10630.56,6699.27,,,,,,,,0.38,0.21,0.40,45.83,,,,,,,,,,,Hungary
1987,5.07,2.62,4.71,12.40,,,,,,,,,,,,,,,4.79,10612.74,6814.35,,,,,,,,0.41,0.21,0.38,46.97,,,,,,,,,,,Hungary
1988,5.14,2.49,4.50,12.12,,,,,,,,,,,,,,,5.54,10442.50,7030.97,,,,,,,,0.42,0.21,0.37,50.41,,,,,,,,,,,Hungary
1989,5.19,2.72,4.99,12.90,,,,,,,,,,,,,,,6.48,10397.96,6902.91,,,,,,,,0.40,0.21,0.39,59.07,,,,,,,,,,,Hungary
1990,5.25,3.32,4.29,12.86,,,,,,,,,,,,,,,8.36,10371.88,6458.81,,,,,,,,0.41,0.26,0.33,63.21,,,,,,,,,,,Hungary
1991,5.00,3.44,3.88,12.32,,,,,136892.10,136892.10,,,,,,,,,11.22,10364.74,5676.13,,,,,,,,0.41,0.28,0.31,74.74,,,,,1831.69,1831.69,,,,,Hungary
1992,4.67,3.55,3.69,11.91,,,,,169793.25,169793.25,,,,,,,,,13.80,10348.68,5510.03,,,,,,,,0.39,0.30,0.31,78.99,,,,,2149.60,2149.60,,,,,Hungary
1993,4.11,3.75,3.60,11.46,,,,,212312.60,212312.60,,,,,,,,,16.89,10329.01,5506.40,,,,,,,,0.36,0.33,0.31,91.93,,,,,2309.42,2309.42,,,,,Hungary
1994,4.20,3.48,3.50,11.18,,,,,254380.21,254380.21,,,,,,,,,20.08,10312.71,5687.11,,,,,,,,0.38,0.31,0.31,105.16,,,,,2418.97,2418.97,,,,,Hungary
1995,3.74,3.15,3.40,10.29,,,,,304270.72,304270.72,,,,,,,,,25.76,10295.87,5780.66,,,,,,,,0.36,0.31,0.33,125.68,,,,,2420.97,2420.97,,,,,Hungary
1996,3.53,3.60,3.20,10.33,,,,,366140.04,366140.04,,,,,,,,,31.80,10273.59,5802.10,,,,,,,,0.34,0.35,0.31,152.65,,,,,2398.61,2398.61,,,,,Hungary
1997,3.43,3.79,3.10,10.33,,,,,441915.24,441915.24,,,,,,,,,37.62,10244.68,6000.95,,,,,,,,0.33,0.37,0.30,186.79,,,,,2365.85,2365.85,,,,,Hungary
1998,3.42,3.98,3.10,10.50,,,,,528410.33,528410.33,,,,,,,,,42.96,10211.13,6263.24,,,,,,,,0.33,0.38,0.30,214.40,,,,,2464.58,2464.58,,,,,Hungary
1999,3.40,3.63,3.00,10.03,,,,,618764.31,618764.31,,,,,,,,,47.27,10172.67,6481.81,,,,,,,,0.34,0.36,0.30,237.15,,,,,2609.21,2609.21,,,,,Hungary
2000,3.58,3.39,3.19,10.16,280.81,157.52,328.42,766.75,712377.54,711610.79,78.51,46.41,102.82,75.43,51.20,56.26,47.93,53.30,51.89,10137.45,6771.78,0.37,0.21,0.43,0.00,0.00,0.00,0.00,0.35,0.33,0.31,282.18,1.00,0.56,1.16,2.72,2524.56,2521.84,0.28,0.16,0.36,0.27,Hungary
2001,3.55,4.06,3.40,11.01,299.46,207.40,377.40,884.25,818386.96,817502.71,84.37,51.10,111.03,80.33,55.02,61.93,51.76,53.30,56.64,10109.47,7035.30,0.34,0.23,0.43,0.00,0.00,0.00,0.00,0.32,0.37,0.31,286.49,1.05,0.72,1.32,3.09,2856.60,2853.51,0.29,0.18,0.39,0.28,Hungary
2002,3.64,4.10,3.40,11.13,342.97,228.41,400.43,971.82,939460.57,938488.76,94.33,55.75,117.73,87.28,61.51,67.58,54.88,57.53,59.62,10083.31,7364.79,0.35,0.24,0.41,0.00,0.00,0.00,0.00,0.33,0.37,0.31,257.89,1.33,0.89,1.55,3.77,3642.92,3639.15,0.37,0.22,0.46,0.34,Hungary
2003,3.76,3.86,3.50,11.12,379.88,224.74,431.45,1036.07,1064584.46,1063548.38,101.17,58.16,123.17,93.15,65.97,70.49,57.42,61.16,62.39,10057.75,7664.12,0.37,0.22,0.42,0.00,0.00,0.00,0.00,0.34,0.35,0.31,224.31,1.69,1.00,1.92,4.62,4746.11,4741.49,0.45,0.26,0.55,0.42,Hungary
2004,3.66,3.93,3.60,11.18,387.82,239.57,473.27,1100.66,1147865.88,1146765.23,106.08,61.03,131.57,98.46,69.17,73.97,61.33,65.35,66.62,10032.38,8047.23,0.35,0.22,0.43,0.00,0.00,0.00,0.00,0.33,0.35,0.32,202.75,1.91,1.18,2.33,5.43,5661.60,5656.17,0.52,0.30,0.65,0.49,Hungary
2005,3.63,3.80,3.50,10.93,380.15,233.58,467.77,1081.50,1225695.14,1224613.64,104.63,61.43,133.72,98.92,68.23,74.46,62.34,66.09,68.99,10006.84,8378.73,0.35,0.22,0.43,0.00,0.00,0.00,0.00,0.33,0.35,0.32,199.58,1.90,1.17,2.34,5.42,6141.30,6135.88,0.52,0.31,0.67,0.50,Hungary
2006,3.71,3.83,3.60,11.14,423.10,240.95,525.31,1189.36,1287190.87,1286001.51,114.11,62.83,146.01,106.76,74.41,76.16,68.06,68.54,71.66,9981.33,8715.10,0.36,0.20,0.44,0.00,0.00,0.00,0.00,0.33,0.34,0.32,210.39,2.01,1.15,2.50,5.65,6118.12,6112.47,0.54,0.30,0.69,0.51,Hungary
2007,3.89,3.27,3.50,10.65,456.85,218.82,549.03,1224.70,1389722.07,1388497.37,117.54,66.97,157.03,115.00,76.65,81.18,73.21,72.94,77.35,9956.11,8735.56,0.37,0.18,0.45,0.00,0.00,0.00,0.00,0.36,0.31,0.33,183.63,2.49,1.19,2.99,6.67,7568.23,7561.56,0.64,0.36,0.86,0.63,Hungary
2008,3.64,2.76,3.50,9.90,452.16,193.56,580.80,1226.52,1454397.71,1453171.18,124.18,70.00,166.11,123.86,80.98,84.85,77.43,77.45,82.04,9930.92,8825.76,0.37,0.16,0.47,0.00,0.00,0.00,0.00,0.37,0.28,0.35,172.11,2.63,1.12,3.37,7.13,8450.23,8443.11,0.72,0.41,0.97,0.72,Hungary
2009,3.63,2.74,3.40,9.77,510.20,196.40,611.31,1317.92,1415784.88,1414466.96,140.50,71.78,179.73,134.91,91.62,87.00,83.78,82.92,85.50,9906.00,8236.68,0.39,0.15,0.46,0.00,0.00,0.00,0.00,0.37,0.28,0.35,202.34,2.52,0.97,3.02,6.51,6997.00,6990.49,0.69,0.35,0.89,0.67,Hungary
2010,3.34,2.71,3.16,9.20,486.74,196.88,605.40,1289.02,1414182.25,1412893.23,145.84,72.76,191.69,140.09,95.11,88.20,89.36,89.28,89.67,10000.02,8352.68,0.38,0.15,0.47,0.00,0.00,0.00,0.00,0.36,0.29,0.34,207.94,2.34,0.95,2.91,6.20,6800.78,6794.58,0.70,0.35,0.92,0.67,Hungary
2011,3.46,3.12,3.25,9.83,517.17,235.44,667.95,1420.56,1482709.26,1481288.70,149.49,75.51,205.24,144.49,97.49,91.53,95.68,91.33,93.22,9971.73,8523.60,0.36,0.17,0.47,0.00,0.00,0.00,0.00,0.35,0.32,0.33,201.06,2.57,1.17,3.32,7.07,7374.65,7367.58,0.74,0.38,1.02,0.72,Hungary
2012,3.49,2.85,3.31,9.64,536.71,229.22,707.86,1473.79,1548595.40,1547121.61,153.94,80.55,214.04,152.89,100.39,97.64,99.78,98.11,98.54,9920.36,8423.03,0.36,0.16,0.48,0.00,0.00,0.00,0.00,0.36,0.30,0.34,225.10,2.38,1.02,3.14,6.55,6879.46,6872.91,0.68,0.36,0.95,0.68,Hungary
2013,3.24,2.86,3.20,9.31,512.56,248.52,686.70,1447.78,1590026.20,1588578.41,158.24,86.80,214.27,155.56,103.19,105.22,99.88,103.31,100.24,9897.25,8602.25,0.35,0.17,0.47,0.00,0.00,0.00,0.00,0.35,0.31,0.34,223.70,2.29,1.11,3.07,6.47,7108.01,7101.54,0.71,0.39,0.96,0.70,Hungary
2014,3.41,2.88,3.24,9.52,36487.08,32273.73,56052.80,124813.61,1637181.20,1512367.60,10691.57,11222.65,17323.01,13104.89,100.00,100.00,100.00,100.00,100.00,9889.54,8925.10,0.29,0.26,0.45,0.02,0.02,0.03,0.08,0.36,0.30,0.34,232.60,156.87,138.75,240.98,536.60,7038.56,6501.96,45.97,48.25,74.48,56.34,Hungary
1970,5.06,0.39,1.47,6.92,,,,,553.24,,,,,,,,,,7.70,2950.10,6199.45,,,,,,,,0.73,0.06,0.21,0.42,,,,,1325.45,,,,,,Ireland
1971,5.44,0.39,1.49,7.32,,,,,619.16,,,,,,,,,,8.39,2978.30,6353.62,,,,,,,,0.74,0.05,0.20,0.41,,,,,1513.46,,,,,,Ireland
1972,5.78,0.39,1.69,7.86,,,,,703.00,,,,,,,,,,9.11,3024.40,6662.81,,,,,,,,0.74,0.05,0.22,0.40,,,,,1757.93,,,,,,Ireland
1973,6.32,0.42,1.82,8.56,,,,,827.17,,,,,,,,,,10.15,3073.20,6866.78,,,,,,,,0.74,0.05,0.21,0.41,,,,,2027.39,,,,,,Ireland
1974,6.51,0.47,1.91,8.89,,,,,956.96,,,,,,,,,,11.87,3124.20,7042.44,,,,,,,,0.73,0.05,0.21,0.43,,,,,2239.55,,,,,,Ireland
1975,6.45,0.50,2.03,8.99,,,,,1119.38,,,,,,,,,,14.35,3177.30,7316.27,,,,,,,,0.72,0.06,0.23,0.45,,,,,2486.95,,,,,,Ireland
1976,6.15,0.58,2.03,8.77,,,,,1360.17,,,,,,,,,,16.93,3227.80,7302.50,,,,,,,,0.70,0.07,0.23,0.55,,,,,2454.73,,,,,,Ireland
1977,6.00,0.60,2.16,8.76,,,,,1635.19,,,,,,,,,,19.24,3271.90,7795.47,,,,,,,,0.69,0.07,0.25,0.57,,,,,2853.23,,,,,,Ireland
1978,6.09,0.57,2.29,8.96,,,,,1901.53,,,,,,,,,,20.71,3314.00,8249.85,,,,,,,,0.68,0.06,0.26,0.52,,,,,3647.66,,,,,,Ireland
1979,6.17,0.57,2.25,8.99,,,,,2244.99,,,,,,,,,,23.45,3368.20,8366.49,,,,,,,,0.69,0.06,0.25,0.49,,,,,4594.74,,,,,,Ireland
1980,6.11,0.43,2.05,8.59,,,,,2647.85,,,,,,,,,,27.72,3401.00,8540.72,,,,,,,,0.71,0.05,0.24,0.49,,,,,5448.25,,,,,,Ireland
1981,5.85,0.43,1.90,8.18,,,,,3181.10,,,,,,,,,,33.36,3443.40,8716.09,,,,,,,,0.72,0.05,0.23,0.62,,,,,5131.63,,,,,,Ireland
1982,5.77,0.41,1.65,7.84,,,,,3362.43,,,,,,,,,,39.07,3480.00,8821.26,,,,,,,,0.74,0.05,0.21,0.70,,,,,4776.18,,,,,,Ireland
1983,5.39,0.38,1.39,7.17,,,,,3678.64,,,,,,,,,,43.17,3504.00,8739.73,,,,,,,,0.75,0.05,0.19,0.80,,,,,4591.41,,,,,,Ireland
1984,5.40,0.40,1.49,7.30,,,,,3999.82,,,,,,,,,,46.88,3529.00,9055.54,,,,,,,,0.74,0.05,0.20,0.92,,,,,4345.27,,,,,,Ireland
1985,5.41,0.42,1.79,7.62,,,,,4378.17,,,,,,,,,,49.43,3540.00,9305.93,,,,,,,,0.71,0.06,0.24,0.94,,,,,4668.06,,,,,,Ireland
1986,5.32,0.41,1.70,7.42,,,,,4669.96,,,,,,,,,,51.31,3540.50,9264.79,,,,,,,,0.72,0.05,0.23,0.75,,,,,6264.20,,,,,,Ireland
1987,5.30,0.42,1.59,7.31,,,,,4942.80,,,,,,,,,,52.91,3539.90,9698.30,,,,,,,,0.73,0.06,0.22,0.67,,,,,7354.27,,,,,,Ireland
1988,5.47,0.46,1.70,7.63,,,,,5378.38,,,,,,,,,,54.06,3529.60,10234.30,,,,,,,,0.72,0.06,0.22,0.66,,,,,8201.24,,,,,,Ireland
1989,5.80,0.49,1.70,7.99,,,,,5989.90,,,,,,,,,,56.28,3513.20,10879.82,,,,,,,,0.73,0.06,0.21,0.71,,,,,8493.91,,,,,,Ireland
1990,6.10,0.51,1.69,8.30,,,,,6209.11,,,,,,,,,,58.13,3508.20,11817.74,,,,,,,,0.73,0.06,0.20,0.60,,,,,10291.92,,,,,,Ireland
1991,6.20,0.54,1.71,8.45,,,,,6449.06,,,,,,,,,,59.98,3530.77,11968.78,,,,,,,,0.73,0.06,0.20,0.62,,,,,10408.43,,,,,,Ireland
1992,6.58,0.59,1.61,8.78,,,,,6779.76,,,,,,,,,,61.86,3557.76,12275.09,,,,,,,,0.75,0.07,0.18,0.59,,,,,11553.79,,,,,,Ireland
1993,6.35,0.64,1.71,8.70,,,,,7086.57,,,,,,,,,,62.73,3578.35,12533.08,,,,,,,,0.73,0.07,0.20,0.68,,,,,10380.22,,,,,,Ireland
1994,6.78,0.68,1.61,9.06,,,,,7558.96,,,,,,,,,,64.20,3595.54,13191.10,,,,,,,,0.75,0.07,0.18,0.67,,,,,11315.80,,,,,,Ireland
1995,6.94,0.73,1.61,9.28,,,,,7994.53,,,,,,,,,,65.81,3613.89,14388.55,,,,,,,,0.75,0.08,0.17,0.62,,,,,12819.97,,,,,,Ireland
1996,7.28,0.83,1.80,9.91,955.01,53.07,313.67,1321.76,8792.20,7470.44,131.11,64.29,173.90,133.33,85.50,77.93,81.07,77.39,66.93,3636.18,15386.94,0.72,0.04,0.24,0.11,0.01,0.04,0.15,0.73,0.08,0.18,0.63,1527.53,84.89,501.72,2114.14,14063.02,11948.88,209.71,102.84,278.15,213.27,Ireland
1997,7.68,0.92,1.80,10.40,1024.15,60.92,318.26,1403.34,9536.41,8133.07,133.41,65.87,176.47,134.87,87.00,79.84,82.26,78.07,67.89,3667.23,16857.90,0.73,0.04,0.23,0.11,0.01,0.03,0.15,0.74,0.09,0.17,0.66,1552.93,92.37,482.58,2127.88,14460.06,12332.18,202.29,99.87,267.58,204.51,Ireland
1998,7.71,1.05,1.90,10.66,1067.98,71.41,342.46,1481.84,10565.50,9083.66,138.47,68.10,179.97,138.96,90.30,82.55,83.90,80.48,69.54,3707.56,17944.85,0.72,0.05,0.23,0.10,0.01,0.03,0.14,0.72,0.10,0.18,0.70,1521.55,101.73,487.90,2111.18,15052.71,12941.53,197.28,97.02,256.40,197.97,Ireland
1999,7.77,1.20,2.10,11.08,1131.05,85.99,389.33,1606.37,11769.88,10163.51,145.53,71.41,185.10,144.99,94.90,86.56,86.29,83.19,70.68,3750.14,19479.45,0.70,0.05,0.24,0.10,0.01,0.03,0.14,0.70,0.11,0.19,0.67,1678.12,127.58,577.64,2383.34,17462.73,15079.39,215.92,105.95,274.63,215.11,Ireland
2000,6.30,1.41,2.37,10.08,959.95,103.41,449.48,1512.84,13485.15,11972.30,152.43,73.48,189.30,150.09,99.40,89.07,88.25,86.38,74.61,3791.69,21026.82,0.63,0.07,0.30,0.07,0.01,0.03,0.11,0.62,0.14,0.24,1.09,884.42,95.28,414.12,1393.81,12424.11,11030.30,140.44,67.70,174.41,138.28,Ireland
2001,6.23,1.56,2.42,10.20,976.70,117.20,462.19,1556.09,14558.75,13002.66,156.88,75.30,191.17,152.56,102.30,91.27,89.12,88.31,78.25,3835.03,21747.23,0.63,0.08,0.30,0.07,0.01,0.03,0.11,0.61,0.15,0.24,1.12,873.99,104.88,413.59,1392.46,13027.85,11635.39,140.38,67.38,171.07,136.51,Ireland
2002,6.09,1.72,2.50,10.31,986.42,136.77,523.30,1646.49,15693.75,14047.26,162.09,79.44,209.38,159.75,105.70,96.29,97.61,92.08,81.89,3879.16,22670.71,0.60,0.08,0.32,0.06,0.01,0.03,0.10,0.59,0.17,0.24,1.06,928.35,128.72,492.50,1549.56,14769.87,13220.30,152.55,74.76,197.05,150.35,Ireland
2003,5.82,1.82,1.96,9.60,928.05,147.53,470.36,1545.93,16591.18,15045.25,159.48,80.93,240.19,161.03,104.00,98.09,111.97,98.45,84.74,3924.02,23206.34,0.60,0.10,0.30,0.06,0.01,0.03,0.09,0.61,0.19,0.20,0.88,1049.85,166.89,532.09,1748.83,18768.66,17019.84,180.41,91.55,271.71,182.16,Ireland
2004,5.66,2.05,1.98,9.69,911.09,164.89,462.25,1538.23,17301.14,15762.91,160.86,80.43,233.65,158.71,104.90,97.49,108.92,98.74,86.60,3969.56,23724.89,0.59,0.11,0.30,0.05,0.01,0.03,0.09,0.58,0.21,0.20,0.80,1132.82,205.02,574.74,1912.59,21511.71,19599.11,200.01,100.01,290.52,197.33,Ireland
2005,5.58,2.09,2.00,9.67,893.42,168.58,457.96,1519.96,18595.80,17075.84,160.10,80.60,229.45,157.21,104.40,97.69,106.96,98.84,88.70,4015.68,24348.76,0.59,0.11,0.30,0.05,0.01,0.02,0.08,0.58,0.22,0.21,0.80,1111.82,209.79,569.91,1891.53,23141.69,21250.16,199.23,100.30,285.54,195.65,Ireland
2006,5.48,2.21,2.06,9.75,865.37,173.27,461.51,1500.15,20100.85,18600.70,157.80,78.36,224.08,153.79,102.90,94.98,104.46,97.87,92.19,4062.24,24988.52,0.58,0.12,0.31,0.04,0.01,0.02,0.07,0.56,0.23,0.21,0.80,1086.95,217.64,579.68,1884.27,25247.83,23363.55,198.20,98.43,281.46,193.16,Ireland
2007,5.37,2.34,2.18,9.89,849.71,184.24,494.92,1528.86,21829.94,20301.08,158.10,78.86,227.35,154.62,103.10,95.59,105.98,96.62,96.69,4109.09,25623.68,0.56,0.12,0.32,0.04,0.01,0.02,0.07,0.54,0.24,0.22,0.73,1164.76,252.56,678.42,2095.74,29924.16,27828.41,216.72,108.10,311.65,211.96,Ireland
2008,5.02,2.23,1.99,9.24,854.80,180.52,474.64,1509.96,21923.29,20413.34,170.22,81.01,238.56,163.42,111.00,98.19,111.21,98.84,100.61,4156.12,24324.29,0.57,0.12,0.31,0.04,0.01,0.02,0.07,0.54,0.24,0.22,0.68,1255.09,265.06,696.90,2217.05,32189.68,29972.63,249.93,118.95,350.27,239.94,Ireland
2009,4.64,2.05,1.60,8.28,780.21,161.24,355.84,1297.28,19114.25,17816.97,168.22,78.69,222.92,156.62,109.70,95.39,103.92,100.97,96.11,4203.00,22315.24,0.60,0.12,0.27,0.04,0.01,0.02,0.07,0.56,0.25,0.19,0.72,1086.44,224.52,495.50,1806.46,26616.54,24810.08,234.25,109.58,310.41,218.09,Ireland
2010,4.54,2.36,1.76,8.67,686.89,173.21,346.33,1206.43,17260.42,16053.99,151.20,73.31,196.77,139.22,98.60,88.87,91.73,92.66,95.20,4560.16,22013.14,0.57,0.14,0.29,0.04,0.01,0.02,0.07,0.52,0.27,0.20,0.75,910.83,229.69,459.25,1599.77,22887.83,21288.06,200.50,97.22,260.93,184.61,Ireland
2011,4.34,2.39,1.79,8.52,648.16,170.33,352.38,1170.88,17404.93,16234.05,149.21,71.41,196.54,137.39,97.30,86.56,91.62,90.72,97.65,4576.79,22500.76,0.55,0.15,0.30,0.04,0.01,0.02,0.07,0.51,0.28,0.21,0.72,901.89,237.01,490.32,1629.22,24218.15,22588.93,207.62,99.37,273.48,191.17,Ireland
2012,4.23,2.31,1.81,8.34,615.86,168.73,350.79,1135.38,17296.44,16161.07,145.68,73.15,193.74,136.06,95.00,88.67,90.32,89.66,99.30,4586.90,22485.13,0.54,0.15,0.31,0.04,0.01,0.02,0.07,0.51,0.28,0.22,0.78,791.83,216.94,451.02,1459.79,22238.54,20778.75,187.31,94.05,249.10,174.94,Ireland
2013,3.92,2.07,1.58,7.57,604.42,167.58,337.07,1109.07,17557.45,16448.38,154.27,80.84,213.58,146.53,100.60,97.99,99.56,96.43,99.80,4595.28,22766.02,0.54,0.15,0.30,0.03,0.01,0.02,0.06,0.52,0.27,0.21,0.75,802.55,222.51,447.56,1472.62,23312.89,21840.26,204.84,107.35,283.59,194.56,Ireland
2014,4.02,2.19,1.54,7.76,510.58,270.02,240.18,1020.78,17918.78,16897.99,127.03,123.08,155.61,131.60,100.00,100.00,100.00,100.00,100.00,4675.16,23540.49,0.50,0.26,0.24,0.03,0.02,0.01,0.06,0.52,0.28,0.20,0.75,677.40,358.24,318.66,1354.31,23773.42,22419.11,168.53,163.30,206.45,174.60,Ireland
1970,0.57,12.49,1.80,14.86,,,,,401.87,,,,,,,,,,5.69,53661.10,9366.60,,,,,,,,0.04,0.84,0.12,0.32,,,,,1244.99,,,,,,Italy
1971,0.55,12.40,1.80,14.75,,,,,437.09,,,,,,,,,,6.00,54005.50,9489.25,,,,,,,,0.04,0.84,0.12,0.32,,,,,1364.25,,,,,,Italy
1972,0.60,12.21,1.90,14.71,,,,,477.69,,,,,,,,,,6.31,54365.56,9795.13,,,,,,,,0.04,0.83,0.13,0.30,,,,,1585.91,,,,,,Italy
1973,0.79,12.03,2.20,15.02,,,,,572.83,,,,,,,,,,6.99,54796.84,10413.55,,,,,,,,0.05,0.80,0.15,0.30,,,,,1902.49,,,,,,Italy
1974,0.74,12.02,2.10,14.86,,,,,713.68,,,,,,,,,,8.34,55226.26,10913.88,,,,,,,,0.05,0.81,0.14,0.34,,,,,2124.84,,,,,,Italy
1975,0.64,11.45,1.81,13.90,,,,,834.05,,,,,,,,,,9.75,55571.89,10618.98,,,,,,,,0.05,0.82,0.13,0.34,,,,,2473.69,,,,,,Italy
1976,0.71,10.79,1.90,13.40,,,,,1026.77,,,,,,,,,,11.37,55838.54,11307.66,,,,,,,,0.05,0.81,0.14,0.43,,,,,2388.60,,,,,,Italy
1977,0.70,10.30,2.00,13.00,,,,,1236.64,,,,,,,,,,13.35,56059.25,11541.92,,,,,,,,0.05,0.79,0.15,0.46,,,,,2713.63,,,,,,Italy
1978,0.75,10.03,1.90,12.68,,,,,1419.64,,,,,,,,,,14.97,56240.14,11869.49,,,,,,,,0.06,0.79,0.15,0.44,,,,,3238.98,,,,,,Italy
1979,0.84,9.93,2.01,12.78,,,,,1746.58,,,,,,,,,,17.16,56367.71,12532.29,,,,,,,,0.07,0.78,0.16,0.43,,,,,4070.30,,,,,,Italy
1980,0.84,10.26,1.90,13.00,,,,,2226.77,,,,,,,,,,20.81,56451.25,12927.02,,,,,,,,0.06,0.79,0.15,0.44,,,,,5034.31,,,,,,Italy
1981,0.90,9.54,1.41,11.85,,,,,2667.12,,,,,,,,,,24.51,56502.49,13018.32,,,,,,,,0.08,0.80,0.12,0.59,,,,,4542.94,,,,,,Italy
1982,1.04,9.09,1.41,11.53,,,,,3155.24,,,,,,,,,,28.53,56535.64,13064.01,,,,,,,,0.09,0.79,0.12,0.70,,,,,4517.08,,,,,,Italy
1983,1.05,9.16,1.31,11.52,,,,,3622.28,,,,,,,,,,32.70,56630.13,13208.60,,,,,,,,0.09,0.80,0.11,0.78,,,,,4617.78,,,,,,Italy
1984,0.96,8.99,1.31,11.26,,,,,4142.64,,,,,,,,,,36.25,56696.96,13634.09,,,,,,,,0.08,0.80,0.12,0.91,,,,,4565.43,,,,,,Italy
1985,1.11,8.32,1.31,10.74,,,,,4644.40,,,,,,,,,,39.59,56731.22,14009.77,,,,,,,,0.10,0.77,0.12,0.99,,,,,4709.66,,,,,,Italy
1986,1.16,7.65,1.21,10.02,,,,,5135.72,,,,,,,,,,41.88,56733.83,14408.11,,,,,,,,0.12,0.76,0.12,0.77,,,,,6670.29,,,,,,Italy
1987,1.17,7.29,1.21,9.67,,,,,5594.55,,,,,,,,,,43.86,56729.70,14867.92,,,,,,,,0.12,0.75,0.12,0.67,,,,,8358.00,,,,,,Italy
1988,1.17,7.02,1.21,9.39,,,,,6165.40,,,,,,,,,,46.11,56734.03,15484.70,,,,,,,,0.12,0.75,0.13,0.67,,,,,9171.49,,,,,,Italy
1989,1.09,6.87,1.10,9.05,,,,,6828.66,,,,,,,,,,48.97,56737.53,15996.88,,,,,,,,0.12,0.76,0.12,0.71,,,,,9636.47,,,,,,Italy
1990,1.25,6.87,0.99,9.11,,,,,7433.37,,,,,,,,,,52.16,56742.89,16313.13,,,,,,,,0.14,0.75,0.11,0.62,,,,,12013.17,,,,,,Italy
1991,1.24,6.81,1.00,9.05,,,,,8158.16,,,,,,,,,,55.44,56747.46,16562.95,,,,,,,,0.14,0.75,0.11,0.64,,,,,12732.74,,,,,,Italy
1992,1.29,6.63,0.99,8.91,,,,,8713.06,,,,,,,,,,58.26,56840.85,16634.01,,,,,,,,0.14,0.74,0.11,0.64,,,,,13689.35,,,,,,Italy
1993,1.25,6.46,0.90,8.60,,,,,8872.10,,,,,,,,,,60.87,57026.75,16440.84,,,,,,,,0.15,0.75,0.10,0.81,,,,,10916.41,,,,,,Italy
1994,1.31,6.42,0.90,8.62,,,,,9441.38,,,,,,,,,,63.32,57179.46,16761.74,,,,,,,,0.15,0.74,0.10,0.83,,,,,11337.48,,,,,,Italy
1995,1.27,6.11,0.80,8.18,,,,,10151.09,,,,,,,,,,66.64,57274.53,17216.60,,,,,,,,0.15,0.75,0.10,0.84,,,,,12066.34,,,,,,Italy
1996,1.20,5.94,0.60,7.74,118.32,319.88,93.11,531.30,10655.03,10123.72,98.53,53.81,156.17,68.63,64.25,65.22,72.80,65.29,69.29,57367.03,17378.12,0.22,0.60,0.18,0.01,0.03,0.01,0.05,0.16,0.77,0.08,0.80,,,,,13371.17,12704.43,123.64,67.52,195.98,86.12,Italy
1997,1.27,5.87,0.60,7.74,128.01,323.69,94.72,546.43,11225.65,10679.22,100.69,55.14,158.58,70.60,65.66,66.83,73.93,67.31,70.70,57479.47,17675.65,0.23,0.59,0.17,0.01,0.03,0.01,0.05,0.16,0.76,0.08,0.88,,,,,12762.56,12141.33,114.47,62.69,180.29,80.27,Italy
1998,1.34,5.70,0.60,7.64,138.21,325.23,95.92,559.36,11801.28,11241.92,103.00,57.05,160.34,73.21,67.17,69.15,74.74,69.42,72.09,57550.32,17908.54,0.25,0.58,0.17,0.01,0.03,0.01,0.05,0.18,0.75,0.08,0.90,,,,,13161.14,12537.32,114.87,63.63,178.81,81.64,Italy
